Time Tag,Hour Number,SPINE_hour_number,Day Type,Hour index from day start,Reference charge drawn from network (kWh),Connected Battery space (kWh),Connected State of charge (kWh),Connected Battery capacity (kWh),Demand for next leg (kWh) (from network),Demand for next leg (kWh) (to vehicle),Connected vehicles (%),Charging Power from Network (kW),Charging Power to Vehicles (kW),Vehicle Discharge Power (kW),Discharge Power to Network (kW),Effective charging efficiency,Effective discharge efficiency
2018-01-01 00:00:00,1,t0001,weekend_in_holiday_week,19,0.0,0.0,79.99999999999986,79.99999999999986,0.0,0.0,0.9999999999999982,25.882352941176425,21.99999999999996,21.99999999999996,18.699999999999967,0.85,0.85
2018-01-01 01:00:00,2,t0002,weekend_in_holiday_week,20,0.0,0.0,79.99999999999986,79.99999999999986,0.0,0.0,0.9999999999999982,25.882352941176425,21.99999999999996,21.99999999999996,18.699999999999967,0.85,0.85
2018-01-01 02:00:00,3,t0003,weekend_in_holiday_week,21,0.0,0.0,79.99999999999986,79.99999999999986,0.0,0.0,0.9999999999999982,25.882352941176425,21.99999999999996,21.99999999999996,18.699999999999967,0.85,0.85
2018-01-01 03:00:00,4,t0004,weekend_in_holiday_week,22,0.0,0.0,79.99999999999986,79.99999999999986,0.0,0.0,0.9999999999999982,25.882352941176425,21.99999999999996,21.99999999999996,18.699999999999967,0.85,0.85
2018-01-01 04:00:00,5,t0005,weekend_in_holiday_week,23,0.0,0.0,79.99999999999986,79.99999999999986,0.0,0.0,0.9999999999999982,25.882352941176425,21.99999999999996,21.99999999999996,18.699999999999967,0.85,0.85
2018-01-01 05:00:00,6,t0006,weekday_in_holiday_week,0,0.0,0.0,80.0,80.0,0.11917799566008824,0.10130129631107501,1.0,25.88235294117647,22.0,22.0,18.7,0.85,0.85
2018-01-01 06:00:00,7,t0007,weekday_in_holiday_week,1,0.007172749731628858,0.004572627953913397,71.19913107454609,71.2037037025,0.799803487141628,0.6798329640703838,0.89004629628125,23.036492374338238,19.5810185181875,20.57407407275,17.4879629618375,0.8499999999999999,0.85
2018-01-01 07:00:00,8,t0008,weekday_in_holiday_week,2,0.13771475121682908,0.021913440116650994,37.57253099638335,37.5944444365,5.247528526925877,4.460399247886995,0.46993055545624995,12.162908494161764,10.338472220037499,15.09749999285,12.8328749939225,0.85,0.85
2018-01-01 08:00:00,9,t0009,weekday_in_holiday_week,3,0.1871429154418114,0.06457276939572866,15.773295869476348,15.837868638872077,12.701727559267043,10.796468425376986,0.19797335798590096,5.124016324340966,4.3554138756898215,11.47859995355929,9.756809960525395,0.8500000000000001,0.8499999999999999
2018-01-01 09:00:00,10,t0010,weekday_in_holiday_week,4,0.30748381366862965,0.09111781115089736,15.527417840350468,15.618535651501366,18.9465200275003,16.104542023375256,0.19523169564376708,5.053055651956324,4.2950973041628755,11.4848336674515,9.762108617333777,0.85,0.8500000000000001
2018-01-01 10:00:00,11,t0011,weekday_in_holiday_week,5,0.4663212667463045,0.12408605379081787,17.64871912197802,17.772805175768838,20.25420346971136,17.216072949254656,0.22216006469711047,5.750025203925212,4.88752142333643,12.192307947345736,10.363461755243875,0.8500000000000001,0.85
2018-01-01 11:00:00,12,t0012,weekday_in_holiday_week,6,0.8455935206635271,0.13372797031533457,25.98799693510781,26.121724905423143,22.11755822468775,18.799924490984587,0.3265215613177893,8.451146292931018,7.183474348991365,13.71403119125397,11.656926512565873,0.85,0.8499999999999999
2018-01-01 12:00:00,13,t0013,weekday_in_holiday_week,7,0.8000226052323947,0.14863701679946073,36.50296621204172,36.65160322884118,18.643819402062714,15.847246491753307,0.45814504036051473,11.857871632860382,10.079190887931324,14.5413417263138,12.36014046736673,0.8499999999999999,0.85
2018-01-01 13:00:00,14,t0014,weekday_in_holiday_week,8,0.8344676063614063,0.12687026228090056,45.19548896795223,45.32235923023313,28.048273557367047,23.84103252376199,0.5665294903779141,14.663116221546012,12.46364878831411,16.3747599153141,13.918545928016988,0.85,0.8500000000000001
2018-01-01 14:00:00,15,t0015,weekday_in_holiday_week,9,0.6613998011410227,0.10098537009483828,41.38544315018043,41.48642852027527,33.94257155113184,28.851185818462064,0.5185803565034408,13.422079815383174,11.408767843075697,15.608805753068296,13.26748489010805,0.85,0.85
2018-01-01 15:00:00,16,t0016,weekday_in_holiday_week,10,0.49070692656646486,0.12032506442647493,31.515151501837444,31.635476566263918,44.517402565888226,37.839792181004995,0.395443457078299,10.235007124379504,8.699756055722577,13.895968773790402,11.811573457721842,0.85,0.85
2018-01-01 16:00:00,17,t0017,weekday_in_holiday_week,11,0.4021553467397478,0.15219178548763995,21.317321326425073,21.469513111912715,46.75683453580988,39.7433093554384,0.26836891389890893,6.94601894797176,5.904116105775996,13.178573394450611,11.20178738528302,0.85,0.85
2018-01-01 17:00:00,18,t0018,weekday_in_holiday_week,12,0.5605058052353742,0.12764781757940905,22.880153866063093,23.0078016836425,44.04001036964598,37.43400881419908,0.28759752104553127,7.443700544707868,6.327145463001688,12.838746529853355,10.91293455037535,0.8500000000000001,0.85
2018-01-01 18:00:00,19,t0019,weekday_in_holiday_week,13,0.874489261785319,0.13501464249997402,37.503419809232035,37.63843445173201,41.91532260029516,35.62802421025089,0.4704804306466501,12.177140557913297,10.350569474226303,14.721732673139467,12.513472772168546,0.85,0.85
2018-01-01 19:00:00,20,t0020,weekday_in_holiday_week,14,0.5901084984534419,0.14255616935580884,38.206011897927624,38.34856806728343,35.13602431126577,29.865620664575907,0.4793571008410429,12.406889668826992,10.545856218502944,15.480585545618045,13.158497713775336,0.8500000000000001,0.8499999999999999
2018-01-01 20:00:00,21,t0021,weekday_in_holiday_week,15,0.7381389247817924,0.09842261480860227,50.24369857303308,50.342121187841684,41.342974233057504,35.14152809809888,0.629276514848021,16.287156854889957,13.844083326656463,16.930201473146568,14.390671252174583,0.85,0.85
